name_x,identifier,name_y,unique_name,key_cricinfo,key_cricinfo_2
AV Wankhade,5708d0b6,AV Wankhade,AV Wankhade,505773.0,
BF Bowden,efc0a862,BF Bowden,BF Bowden,36339.0,
Aleem Dar,f02778d1,Aleem Dar,Aleem Dar,39157.0,
CA Pujara,d4f9dbd4,CA Pujara,CA Pujara,32540.0,
R Sharma,5d9a1a73,R Sharma,R Sharma,272994.0,
SS Hazare,166e5081,SS Hazare,SS Hazare,29400.0,
M Kartik,abfeb126,M Kartik,M Kartik,30049.0,
LR Shukla,b1451597,LR Shukla,LR Shukla,34019.0,
JH Kallis,86dc8f2e,JH Kallis,JH Kallis,45789.0,
DH Yagnik,063b3673,DH Yagnik,DH Yagnik,36071.0,
LRPL Taylor,b61a3e1a,LRPL Taylor,LRPL Taylor,38699.0,
R Shukla,de4b0555,R Shukla,R Shukla,390547.0,
BW Hilfenhaus,f3171936,BW Hilfenhaus,BW Hilfenhaus,5941.0,
K Santokie,531f0278,K Santokie,K Santokie,314622.0,
M Muralitharan,4ba44e19,M Muralitharan,M Muralitharan,49636.0,
J Madanagopal,8275b04a,J Madanagopal,J Madanagopal,31282.0,
S Kaul,dcf81436,S Kaul,S Kaul,326017.0,
WD Parnell,3a60e0b5,WD Parnell,WD Parnell,265564.0,
VS Malik,5f26df4f,VS Malik,VS Malik,31738.0,
M Manhas,c42aaf71,M Manhas,M Manhas,31001.0,
R Rampaul,d68e7f48,R Rampaul,R Rampaul,52912.0,
S Badree,76388dc8,S Badree,S Badree,51433.0,
S Rana,90edaaa9,S Rana,S Rana,33757.0,1345201.0
VH Zol,6dbcf855,VH Zol,VH Zol,554699.0,
YV Takawale,4e04666c,YV Takawale,YV Takawale,35357.0,
S Anirudha,95a2ea61,S Anirudha,S Anirudha,26798.0,
Y Venugopal Rao,fe763256,Y Venugopal Rao,Y Venugopal Rao,35805.0,
JDS Neesham,9219eff0,JDS Neesham,JDS Neesham,355269.0,
UV Gandhe,43dd4011,UV Gandhe,UV Gandhe,28768.0,
AM Nayar,a45a5e8d,AM Nayar,AM Nayar,32091.0,
BJ Hodge,b57f8a9a,BJ Hodge,BJ Hodge,5674.0,
KK Cooper,557153ca,KK Cooper,KK Cooper,371814.0,
NJ Llong,573fb985,NJ Llong,NJ Llong,16314.0,
AJ Pycroft,685d3f80,AJ Pycroft,AJ Pycroft,55700.0,
BR Dunk,272d796e,BR Dunk,BR Dunk,388678.0,
DJ Hussey,fd835ab3,DJ Hussey,DJ Hussey,5766.0,
L Balaji,b2b50355,L Balaji,L Balaji,26829.0,
P Awana,1a0c3177,P Awana,P Awana,323131.0,
PP Ojha,6c6591ab,PP Ojha,PP Ojha,32130.0,
CM Gautam,30a2649b,CM Gautam,CM Gautam,302208.0,
DJG Sammy,c03c6200,DJG Sammy,DJG Sammy,53115.0,
SA Abbott,1a2676c5,SA Abbott,SA Abbott,398666.0,
CJ Anderson,8abdf100,CJ Anderson,CJ Anderson,277662.0,
P Suyal,cedc1d9a,P Suyal,P Suyal,431213.0,
AN Ahmed,2af1b6d2,AN Ahmed,AN Ahmed,228430.0,
R Tewatia,39a2dfa8,R Tewatia,R Tewatia,423838.0,
Shivam Sharma,6f49cc6e,Shivam Sharma,Shivam Sharma,717201.0,
MS Bisla,5afd4539,MS Bisla,MS Bisla,27280.0,
RR Rossouw,cad00a4d,RR Rossouw,RR Rossouw,318845.0,
DJ Muthuswami,2c76b512,DJ Muthuswami,DJ Muthuswami,528985.0,
GF Labrooy,8e088dbc,GF Labrooy,GF Labrooy,49552.0,
SD Fry,6b725ed1,SD Fry,SD Fry,5341.0,
MK Tiwary,26e5cabf,MK Tiwary,MK Tiwary,35565.0,
SN Thakur,1abb78f8,SN Thakur,SN Thakur,475281.0,
J Theron,dec8e038,J Theron,J Theron,223642.0,
PJ Cummins,ded9240e,PJ Cummins,PJ Cummins,489889.0,
B Aparajith,5b627626,B Aparajith,B Aparajith,477071.0,
RG More,b2b23612,RG More,RG More,424219.0,
V Sehwag,8ba8195d,V Sehwag,V Sehwag,35263.0,
NJ Maddinson,44afbf2d,NJ Maddinson,NJ Maddinson,333780.0,
RN ten Doeschate,4ec07775,RN ten Doeschate,RN ten Doeschate,47660.0,
Karanveer Singh,1647bd37,Karanveer Singh,Karanveer Singh,322535.0,
GH Vihari,94253925,GH Vihari,GH Vihari,452044.0,
M de Lange,d4eef961,M de Lange,M de Lange,393279.0,
J Botha,7c503806,J Botha,J Botha,44149.0,
RS Bopara,7ca5e05d,RS Bopara,RS Bopara,10582.0,
BE Hendricks,b56dc5f7,BE Hendricks,BE Hendricks,379927.0,
IC Pandey,e0407c01,IC Pandey,IC Pandey,447439.0,
JD Cloete,b0419f8c,JD Cloete,JD Cloete,44449.0,
Azhar Mahmood,9a158001,Azhar Mahmood,Azhar Mahmood,39024.0,
RM Deshpande,7d2a4250,RM Deshpande,RM Deshpande,262599.0,
RR Jadeja,053de19b,RR Jadeja,RR Jadeja,29831.0,
AD Mathews,896d78ad,AD Mathews,AD Mathews,49764.0,
GS Sandhu,1558d83b,GS Sandhu,GS Sandhu,499660.0,
K Srinivasan,042a8b69,K Srinivasan,K Srinivasan,34685.0,
PG Pathak,9f772ec5,PG Pathak,PG Pathak,390895.0,
K Srinath,8ab5da97,K Srinath,K Srinath,34243.0,
MA Starc,3fb19989,MA Starc,MA Starc,311592.0,
MEK Hussey,48fd7349,MEK Hussey,MEK Hussey,5939.0,
RK Illingworth,20672246,RK Illingworth,RK Illingworth,15383.0,
SL Malinga,a12e1d51,SL Malinga,SL Malinga,49758.0,
LMP Simmons,89f64c19,LMP Simmons,LMP Simmons,53116.0,
S Gopal,7a8bd078,S Gopal,S Gopal,344580.0,
S Ladda,fb693839,S Ladda,S Ladda,317292.0,
AF Milne,350bb1b1,AF Milne,AF Milne,450860.0,
J Suchith,4125d931,J Suchith,J Suchith,527663.0,
JW Hastings,012829ff,JW Hastings,JW Hastings,228622.0,
D Wiese,aa8d28ae,D Wiese,D Wiese,221140.0,
VA Kulkarni,8fe0c4f8,VA Kulkarni,VA Kulkarni,391584.0,
DW Steyn,8fd1a8f5,DW Steyn,DW Steyn,47492.0,
I Sharma,5bb1a1c4,I Sharma,I Sharma,236779.0,
KP Pietersen,39f01cdb,KP Pietersen,KP Pietersen,19296.0,
Mandeep Singh,c3a96caf,Mandeep Singh,Mandeep Singh,398506.0,
SN Khan,f088b960,SN Khan,SN Khan,642525.0,
Ankit Sharma,24d94623,Ankit Sharma,Ankit Sharma,422992.0,
MG Johnson,f5180fe6,MG Johnson,MG Johnson,6033.0,
NS Naik,aedc3b7c,NS Naik,NS Naik,554700.0,
P Sahu,9a0146b3,P Sahu,P Sahu,34155.0,
AP Tare,855a210c,AP Tare,AP Tare,333904.0,
F du Plessis,3355b542,F du Plessis,F du Plessis,44828.0,
MR Marsh,3d8feaf8,MR Marsh,MR Marsh,272450.0,
JD Unadkat,1e66c162,JD Unadkat,JD Unadkat,390484.0,
JA Morkel,c3d35165,JA Morkel,JA Morkel,46248.0,
A Ashish Reddy,1c2a64cd,A Ashish Reddy,A Ashish Reddy,389605.0,
HV Patel,f986ca1a,HV Patel,HV Patel,390481.0,
KM Jadhav,99d63244,KM Jadhav,KM Jadhav,290716.0,
KW Richardson,dfc4d8b5,KW Richardson,KW Richardson,272262.0,
SE Marsh,508a1ea7,SE Marsh,SE Marsh,6683.0,
PSP Handscomb,ada15e88,PSP Handscomb,PSP Handscomb,334337.0,
SPD Smith,30a45b23,SPD Smith,SPD Smith,267192.0,
CA Lynn,45eda7c8,CA Lynn,CA Lynn,326637.0,
T Shamsi,a03bba42,T Shamsi,T Shamsi,379145.0,
Ishan Kishan,752f7486,Ishan Kishan,Ishan Kishan,720471.0,
JP Faulkner,808f425a,JP Faulkner,JP Faulkner,270484.0,
M Vohra,c03e2850,M Vohra,M Vohra,532856.0,
Swapnil Singh,983f2f61,Swapnil Singh,Swapnil Singh,232292.0,
SM Boland,d167edd3,SM Boland,SM Boland,446548.0,
PJ Sangwan,9fc0ef64,PJ Sangwan,PJ Sangwan,279545.0,
Parvez Rasool,9170ff49,Parvez Rasool,Parvez Rasool,378496.0,
S Ravi,9b9ee0df,S Ravi,S Ravi,33135.0,
GB Hogg,f708a0bc,GB Hogg,GB Hogg,5681.0,
UT Yadav,cc1e8c68,UT Yadav,UT Yadav,376116.0,
TM Head,12b610c2,TM Head,TM Head,530011.0,
R Bhatia,33a364a6,R Bhatia,R Bhatia,26907.0,
RP Singh,c3d1402f,RP Singh,RP Singh,35280.0,
PA Patel,b5da6c24,PA Patel,PA Patel,32242.0,
RJ Tucker,38810cfc,RJ Tucker,RJ Tucker,7986.0,
TG Southee,13c35c9e,TG Southee,TG Southee,232364.0,
UBT Chand,0c94f480,UBT Chand,UBT Chand,446499.0,
AD Nath,f10e94c4,AD Nath,AD Nath,500360.0,
PV Tambe,6aed7e79,PV Tambe,PV Tambe,587152.0,
M Ashwin,e2db2409,M Ashwin,M Ashwin,528067.0,
A Nehra,96fd40ae,A Nehra,A Nehra,31820.0,
Anureet Singh,69be866a,Anureet Singh,Anureet Singh,376324.0,
GJ Maxwell,b681e71e,GJ Maxwell,GJ Maxwell,325026.0,
MP Stoinis,d9273ee7,MP Stoinis,MP Stoinis,325012.0,
AT Rayudu,70d205c9,AT Rayudu,AT Rayudu,33141.0,
Amit Sharma,7ea3e0cc,Amit Sharma,Amit Sharma,34228.0,
Imran Tahir,acee4cc4,Imran Tahir,Imran Tahir,40618.0,
MA Agarwal,00ea847a,MA Agarwal,MA Agarwal,398438.0,
S Nadeem,9d80c5e1,S Nadeem,S Nadeem,31872.0,
AD Russell,bbd41817,AD Russell,AD Russell,276298.0,
CB Gaffaney,d5ac41d8,CB Gaffaney,CB Gaffaney,37097.0,
Mohammed Shami,8cf9814c,Mohammed Shami,Mohammed Shami,481896.0,
SS Iyer,85ec8e33,SS Iyer,SS Iyer,642519.0,
KC Cariappa,edb3d4f8,KC Cariappa,KC Cariappa,777537.0,
M Nayyar,b7bccddb,M Nayyar,M Nayyar,31909.0,
VR Aaron,0a3d54b9,VR Aaron,VR Aaron,360911.0,
PP Chawla,98ae73b1,PP Chawla,PP Chawla,32966.0,
EJG Morgan,d2a6c0e6,EJG Morgan,EJG Morgan,24598.0,
JP Duminy,2e8994e7,JP Duminy,JP Duminy,44932.0,
NM Coulter-Nile,56ab442f,NM Coulter-Nile,NM Coulter-Nile,261354.0,
S Chaturvedi,c8ec02e1,S Chaturvedi,S Chaturvedi,27791.0,
A Zampa,14f96089,A Zampa,A Zampa,379504.0,
AB Dinda,66b30f71,AB Dinda,AB Dinda,227712.0,
AM Rahane,29e95537,AM Rahane,AM Rahane,277916.0,
AR Patel,2e171977,AR Patel,AR Patel,554691.0,
DA Miller,d67d5f00,DA Miller,DA Miller,321777.0,
DL Chahar,23eeb873,DL Chahar,DL Chahar,447261.0,
F Behardien,dce2019b,F Behardien,F Behardien,44410.0,
GJ Bailey,5056011d,GJ Bailey,GJ Bailey,4451.0,
Gurkeerat Singh,6eb146d2,Gurkeerat Singh,Gurkeerat Singh,537124.0,
HM Amla,e798611a,HM Amla,HM Amla,43906.0,
IK Pathan,5fa06777,IK Pathan,IK Pathan,32685.0,
KJ Abbott,a9da7784,KJ Abbott,KJ Abbott,297583.0,
M Vijay,4b57e452,M Vijay,M Vijay,237095.0,
MM Sharma,759ac88f,MM Sharma,MM Sharma,537119.0,
MS Dhoni,4a8a2e3b,MS Dhoni,MS Dhoni,28081.0,
NLTC Perera,0f12f9df,NLTC Perera,NLTC Perera,233514.0,
Nitin Menon,e1d41d9e,Nitin Menon,Nitin Menon,30988.0,340046.0
R Ashwin,495d42a5,R Ashwin,R Ashwin,26421.0,
R Dhawan,26a85969,R Dhawan,R Dhawan,290727.0,
SS Tiwary,709b0bac,SS Tiwary,SS Tiwary,35390.0,
Sandeep Sharma,ce820073,Sandeep Sharma,Sandeep Sharma,438362.0,
UT Khawaja,331ea488,UT Khawaja,UT Khawaja,215155.0,
WP Saha,fe11caa6,WP Saha,WP Saha,279810.0,
AY Dandekar,2efc430e,AY Dandekar,AY Dandekar,27986.0,
HH Pandya,dbe50b21,HH Pandya,HH Pandya,625371.0,
Harbhajan Singh,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264.0,
JC Buttler,99b75528,JC Buttler,JC Buttler,308967.0,
JJ Bumrah,462411b3,JJ Bumrah,JJ Bumrah,625383.0,
KA Pollard,a757b0d8,KA Pollard,KA Pollard,230559.0,
KH Pandya,5b8c830e,KH Pandya,KH Pandya,471342.0,
MJ Guptill,2be41edb,MJ Guptill,MJ Guptill,226492.0,
MJ McClenaghan,51a3c5ef,MJ McClenaghan,MJ McClenaghan,319439.0,
N Rana,fb2d1dda,N Rana,N Rana,604527.0,
R Pandit,8a604384,R Pandit,R Pandit,537232.0,
R Vinay Kumar,41eb4a4f,R Vinay Kumar,R Vinay Kumar,35731.0,
RG Sharma,740742ef,RG Sharma,RG Sharma,34102.0,
AS Rajpoot,db31895a,AS Rajpoot,AS Rajpoot,591650.0,
J Srinath,bad31fac,J Srinath,J Srinath,34105.0,
K Bharatan,7e47c743,K Bharatan,K Bharatan,27190.0,
KN Ananthapadmanabhan,3144063a,KN Ananthapadmanabhan,KN Ananthapadmanabhan,26241.0,
KS Williamson,d027ba9f,KS Williamson,KS Williamson,277906.0,
KV Sharma,119678fd,KV Sharma,KV Sharma,30288.0,
Shakib Al Hasan,7dc35884,Shakib Al Hasan,Shakib Al Hasan,56143.0,
A Mishra,6b19d823,A Mishra,A Mishra,31107.0,
A Nand Kishore,84424f4f,A Nand Kishore,A Nand Kishore,31917.0,
CH Morris,fb66ce1f,CH Morris,CH Morris,439952.0,
CR Brathwaite,e342e5fb,CR Brathwaite,CR Brathwaite,457249.0,
Chinmay Sharma,83250fea,Chinmay Sharma,Chinmay Sharma,34631.0,
J Yadav,81049310,J Yadav,J Yadav,447587.0,
KK Nair,944533a5,KK Nair,KK Nair,398439.0,
P Negi,f62772e5,P Negi,P Negi,530773.0,
Q de Kock,372455c4,Q de Kock,Q de Kock,379143.0,
RR Pant,919a3be2,RR Pant,RR Pant,931581.0,
SV Samson,a4cc73aa,SV Samson,SV Samson,425943.0,
SW Billings,c16d4035,SW Billings,SW Billings,297628.0,
VK Sharma,a7a49df4,VK Sharma,VK Sharma,33933.0,
YC Barde,b90f3346,YC Barde,YC Barde,26861.0,
Z Khan,91a4a398,Z Khan,Z Khan,30102.0,
SB Jakati,c8179c68,SB Jakati,SB Jakati,29655.0,
C Munro,af2c687b,C Munro,C Munro,232359.0,
G Gambhir,bb345e0b,G Gambhir,G Gambhir,28763.0,
JO Holder,0f721006,JO Holder,JO Holder,391485.0,
Kuldeep Yadav,8d2c70ad,Kuldeep Yadav,Kuldeep Yadav,559235.0,
M Morkel,5bb5a915,M Morkel,M Morkel,46538.0,
MK Pandey,93b4fc78,MK Pandey,MK Pandey,290630.0,
R Sathish,626c5379,R Sathish,R Sathish,33870.0,
RV Uthappa,1c17e270,RV Uthappa,RV Uthappa,35582.0,
SA Yadav,271f83cd,SA Yadav,SA Yadav,446507.0,
SP Narine,9d430b40,SP Narine,SP Narine,230558.0,
V Shankar,0994d0ae,V Shankar,V Shankar,477021.0,
YK Pathan,3c6ffae8,YK Pathan,YK Pathan,32498.0,
AJ Finch,b8d490fd,AJ Finch,AJ Finch,5334.0,
BB McCullum,b8a55852,BB McCullum,BB McCullum,37737.0,
C Shamshuddin,0f9d921b,C Shamshuddin,C Shamshuddin,340535.0,
CK Nandan,012de9c4,CK Nandan,CK Nandan,31919.0,
DJ Bravo,87e562a9,DJ Bravo,DJ Bravo,51439.0,
DR Smith,35205dfc,DR Smith,DR Smith,53118.0,
DS Kulkarni,d2a989fc,DS Kulkarni,DS Kulkarni,277955.0,
ER Dwivedi,b274dbbd,ER Dwivedi,ER Dwivedi,340841.0,
KD Karthik,c03f1114,KD Karthik,KD Karthik,30045.0,
M Erasmus,15d3c895,M Erasmus,M Erasmus,44971.0,
Navdeep Singh,a3e3d8a4,Navdeep Singh,Navdeep Singh,31805.0,
P Kumar,e938e1bc,P Kumar,P Kumar,30732.0,
RA Jadeja,fe93fd9d,RA Jadeja,RA Jadeja,234675.0,
RS Mahanama,57910393,RS Mahanama,RS Mahanama,49626.0,
S Kaushik,1da489ff,S Kaushik,S Kaushik,917213.0,
SK Raina,1dc12ab9,SK Raina,SK Raina,33335.0,
TA Boult,a818c1be,TA Boult,TA Boult,277912.0,
A Deshmukh,6fda55cc,A Deshmukh,A Deshmukh,412593.0,
AB de Villiers,c4487b84,AB de Villiers,AB de Villiers,44936.0,
AK Chaudhary,fdcc6236,AK Chaudhary,AK Chaudhary,265839.0,
B Kumar,2e81a32d,B Kumar,B Kumar,326016.0,
BB Sran,d8b2f218,BB Sran,BB Sran,537126.0,
BCJ Cutting,2e11c706,BCJ Cutting,BCJ Cutting,230371.0,
BNJ Oxenford,c1add349,BNJ Oxenford,BNJ Oxenford,7029.0,
Bipul Sharma,c18496e1,Bipul Sharma,Bipul Sharma,35928.0,
CH Gayle,db584dad,CH Gayle,CH Gayle,51880.0,
CJ Jordan,ffe699c0,CJ Jordan,CJ Jordan,288992.0,
DA Warner,dcce6f09,DA Warner,DA Warner,219889.0,
DJ Hooda,73ad96ed,DJ Hooda,DJ Hooda,497121.0,
HDPK Dharmasena,323e4c16,HDPK Dharmasena,HDPK Dharmasena,48469.0,
Iqbal Abdulla,85aae393,Iqbal Abdulla,Iqbal Abdulla,277237.0,
KL Rahul,b17e2f24,KL Rahul,KL Rahul,422108.0,
MC Henriques,32198ae0,MC Henriques,MC Henriques,5961.0,
Mustafizur Rahman,0a8fce53,Mustafizur Rahman,Mustafizur Rahman,330902.0,
NV Ojha,890946a0,NV Ojha,NV Ojha,32102.0,
RS Madugalle,766b5798,RS Madugalle,RS Madugalle,49623.0,
S Aravind,957532de,S Aravind,S Aravind,290632.0,
S Dhawan,0a476045,S Dhawan,S Dhawan,28235.0,
SR Watson,4329fbb5,SR Watson,SR Watson,8180.0,
STR Binny,bd17b45f,STR Binny,STR Binny,27223.0,
Sachin Baby,dc9dd038,Sachin Baby,Sachin Baby,432783.0,
V Kohli,ba607b88,V Kohli,V Kohli,253802.0,
YS Chahal,57ee1fde,YS Chahal,YS Chahal,430246.0,
Yuvraj Singh,1c914163,Yuvraj Singh,Yuvraj Singh,36084.0,
