name_x,identifier,name_y,unique_name,key_cricinfo,key_cricinfo_2,batting_style,bowling_style
R Sharma,5d9a1a73,R Sharma,R Sharma,272994,,Right hand Bat,Legbreak Googly
SS Hazare,166e5081,SS Hazare,SS Hazare,29400,,Right hand Bat,Legbreak Googly
M Kartik,abfeb126,M Kartik,M Kartik,30049,,Left hand Bat,Slow Left arm Orthodox
LR Shukla,b1451597,LR Shukla,LR Shukla,34019,,Right hand Bat,Right arm Medium
JH Kallis,86dc8f2e,JH Kallis,JH Kallis,45789,,Right hand Bat,Right arm Fast medium
DH Yagnik,063b3673,DH Yagnik,DH Yagnik,36071,,Left hand Bat,
LRPL Taylor,b61a3e1a,LRPL Taylor,LRPL Taylor,38699,,Right hand Bat,Right arm Offbreak
R Shukla,de4b0555,R Shukla,R Shukla,390547,,Right hand Bat,Right arm Medium
BW Hilfenhaus,f3171936,BW Hilfenhaus,BW Hilfenhaus,5941,,Right hand Bat,Right arm Fast medium
K Santokie,531f0278,K Santokie,K Santokie,314622,,Left hand Bat,Left arm Medium
M Muralitharan,4ba44e19,M Muralitharan,M Muralitharan,49636,,Right hand Bat,Right arm Offbreak
J Madanagopal,8275b04a,J Madanagopal,J Madanagopal,31282,,Right hand Bat,Right arm Offbreak
S Kaul,dcf81436,S Kaul,S Kaul,326017,,Right hand Bat,Right arm Medium
WD Parnell,3a60e0b5,WD Parnell,WD Parnell,265564,,Left hand Bat,Left arm Medium fast
VS Malik,5f26df4f,VS Malik,VS Malik,31738,,Right hand Bat,Right arm Medium
M Manhas,c42aaf71,M Manhas,M Manhas,31001,,Right hand Bat,Right arm Offbreak
R Rampaul,d68e7f48,R Rampaul,R Rampaul,52912,,Left hand Bat,Right arm Fast medium
S Badree,76388dc8,S Badree,S Badree,51433,,Right hand Bat,Legbreak
S Rana,90edaaa9,S Rana,S Rana,33757,1345201,Right hand Bat,Right arm Medium fast
VH Zol,6dbcf855,VH Zol,VH Zol,554699,,Left hand Bat,Right arm Offbreak
YV Takawale,4e04666c,YV Takawale,YV Takawale,35357,,Right hand Bat,
S Anirudha,95a2ea61,S Anirudha,S Anirudha,26798,,Right hand Bat,
Y Venugopal Rao,fe763256,Y Venugopal Rao,Y Venugopal Rao,35805,,Right hand Bat,Right arm Offbreak
JDS Neesham,9219eff0,JDS Neesham,JDS Neesham,355269,,Left hand Bat,Right arm Medium fast
UV Gandhe,43dd4011,UV Gandhe,UV Gandhe,28768,,Right hand Bat,Right arm Offbreak
AM Nayar,a45a5e8d,AM Nayar,AM Nayar,32091,,Left hand Bat,Right arm Medium
BJ Hodge,b57f8a9a,BJ Hodge,BJ Hodge,5674,,Right hand Bat,Right arm Offbreak
KK Cooper,557153ca,KK Cooper,KK Cooper,371814,,Right hand Bat,Right arm Medium
NJ Llong,573fb985,NJ Llong,NJ Llong,16314,,Left hand Bat,Right arm Offbreak
AJ Pycroft,685d3f80,AJ Pycroft,AJ Pycroft,55700,,Right hand Bat,Right arm Offbreak
BR Dunk,272d796e,BR Dunk,BR Dunk,388678,,Left hand Bat,Right arm Offbreak
DJ Hussey,fd835ab3,DJ Hussey,DJ Hussey,5766,,Right hand Bat,Right arm Offbreak
L Balaji,b2b50355,L Balaji,L Balaji,26829,,Right hand Bat,Right arm Medium fast
P Awana,1a0c3177,P Awana,P Awana,323131,,Right hand Bat,Right arm Medium
PP Ojha,6c6591ab,PP Ojha,PP Ojha,32130,,Left hand Bat,Slow Left arm Orthodox
CM Gautam,30a2649b,CM Gautam,CM Gautam,302208,,Right hand Bat,
DJG Sammy,c03c6200,DJG Sammy,DJG Sammy,53115,,Right hand Bat,Right arm Medium
SA Abbott,1a2676c5,SA Abbott,SA Abbott,398666,,Right hand Bat,Right arm Fast medium
CJ Anderson,8abdf100,CJ Anderson,CJ Anderson,277662,,Left hand Bat,Left arm Medium fast
P Suyal,cedc1d9a,P Suyal,P Suyal,431213,,Right hand Bat,Left arm Medium
AN Ahmed,2af1b6d2,AN Ahmed,AN Ahmed,228430,,Right hand Bat,Right arm Medium fast
R Tewatia,39a2dfa8,R Tewatia,R Tewatia,423838,,Left hand Bat,Legbreak
Shivam Sharma,6f49cc6e,Shivam Sharma,Shivam Sharma,717201,,Right hand Bat,Right arm Offbreak
MS Bisla,5afd4539,MS Bisla,MS Bisla,27280,,Right hand Bat,
RR Rossouw,cad00a4d,RR Rossouw,RR Rossouw,318845,,Left hand Bat,Right arm Offbreak
DJ Muthuswami,2c76b512,DJ Muthuswami,DJ Muthuswami,528985,,Right hand Bat,Right arm Medium
GF Labrooy,8e088dbc,GF Labrooy,GF Labrooy,49552,,Right hand Bat,Right arm Fast medium
SD Fry,6b725ed1,SD Fry,SD Fry,5341,,,
MK Tiwary,26e5cabf,MK Tiwary,MK Tiwary,35565,,Right hand Bat,Legbreak Googly
SN Thakur,1abb78f8,SN Thakur,SN Thakur,475281,,Right hand Bat,Right arm Medium
J Theron,dec8e038,J Theron,J Theron,223642,,Right hand Bat,Right arm Medium fast
PJ Cummins,ded9240e,PJ Cummins,PJ Cummins,489889,,Right hand Bat,Right arm Fast
B Aparajith,5b627626,B Aparajith,B Aparajith,477071,,Right hand Bat,Right arm Offbreak
RG More,b2b23612,RG More,RG More,424219,,Right hand Bat,Right arm Medium
V Sehwag,8ba8195d,V Sehwag,V Sehwag,35263,,Right hand Bat,Right arm Offbreak
NJ Maddinson,44afbf2d,NJ Maddinson,NJ Maddinson,333780,,Left hand Bat,Slow Left arm Orthodox
RN ten Doeschate,4ec07775,RN ten Doeschate,RN ten Doeschate,47660,,Right hand Bat,Right arm Medium fast
Karanveer Singh,1647bd37,Karanveer Singh,Karanveer Singh,322535,,Right hand Bat,Legbreak Googly
GH Vihari,94253925,GH Vihari,GH Vihari,452044,,Right hand Bat,Right arm Offbreak
M de Lange,d4eef961,M de Lange,M de Lange,393279,,Right hand Bat,Right arm Fast
J Botha,7c503806,J Botha,J Botha,44149,,Right hand Bat,Right arm Offbreak
RS Bopara,7ca5e05d,RS Bopara,RS Bopara,10582,,Right hand Bat,Right arm Medium
BE Hendricks,b56dc5f7,BE Hendricks,BE Hendricks,379927,,Left hand Bat,Left arm Fast medium
IC Pandey,e0407c01,IC Pandey,IC Pandey,447439,,Right hand Bat,Right arm Medium
JD Cloete,b0419f8c,JD Cloete,JD Cloete,44449,,,
Azhar Mahmood,9a158001,Azhar Mahmood,Azhar Mahmood,39024,,Right hand Bat,Right arm Fast medium
RM Deshpande,7d2a4250,RM Deshpande,RM Deshpande,262599,,,
RR Jadeja,053de19b,RR Jadeja,RR Jadeja,29831,,Right hand Bat,Right arm Fast medium
AD Mathews,896d78ad,AD Mathews,AD Mathews,49764,,Right hand Bat,Right arm Medium
GS Sandhu,1558d83b,GS Sandhu,GS Sandhu,499660,,Left hand Bat,Right arm Fast medium
K Srinivasan,042a8b69,K Srinivasan,K Srinivasan,34685,,Right hand Bat,Right arm Offbreak
PG Pathak,9f772ec5,PG Pathak,PG Pathak,390895,,,
K Srinath,8ab5da97,K Srinath,K Srinath,34243,,Right hand Bat,Right arm Offbreak
MA Starc,3fb19989,MA Starc,MA Starc,311592,,Left hand Bat,Left arm Fast
MEK Hussey,48fd7349,MEK Hussey,MEK Hussey,5939,,Left hand Bat,Right arm Medium
RK Illingworth,20672246,RK Illingworth,RK Illingworth,15383,,Right hand Bat,Slow Left arm Orthodox
SL Malinga,a12e1d51,SL Malinga,SL Malinga,49758,,Right hand Bat,Right arm Fast
LMP Simmons,89f64c19,LMP Simmons,LMP Simmons,53116,,Right hand Bat,Right arm Medium fast
S Gopal,7a8bd078,S Gopal,S Gopal,344580,,Right hand Bat,Legbreak
S Ladda,fb693839,S Ladda,S Ladda,317292,,Right hand Bat,Legbreak
AF Milne,350bb1b1,AF Milne,AF Milne,450860,,Right hand Bat,Right arm Fast
J Suchith,4125d931,J Suchith,J Suchith,527663,,Left hand Bat,Slow Left arm Orthodox
JW Hastings,012829ff,JW Hastings,JW Hastings,228622,,Right hand Bat,Right arm Fast medium
D Wiese,aa8d28ae,D Wiese,D Wiese,221140,,Right hand Bat,Right arm Medium fast
VA Kulkarni,8fe0c4f8,VA Kulkarni,VA Kulkarni,391584,,,
DW Steyn,8fd1a8f5,DW Steyn,DW Steyn,47492,,Right hand Bat,Right arm Fast
I Sharma,5bb1a1c4,I Sharma,I Sharma,236779,,Right hand Bat,Right arm Fast medium
KP Pietersen,39f01cdb,KP Pietersen,KP Pietersen,19296,,Right hand Bat,Right arm Offbreak
Mandeep Singh,c3a96caf,Mandeep Singh,Mandeep Singh,398506,,Right hand Bat,Right arm Medium
SN Khan,f088b960,SN Khan,SN Khan,642525,,Right hand Bat,Legbreak
Ankit Sharma,24d94623,Ankit Sharma,Ankit Sharma,422992,,Left hand Bat,Slow Left arm Orthodox
MG Johnson,f5180fe6,MG Johnson,MG Johnson,6033,,Left hand Bat,Left arm Fast
NS Naik,aedc3b7c,NS Naik,NS Naik,554700,,Right hand Bat,
P Sahu,9a0146b3,P Sahu,P Sahu,34155,,Right hand Bat,Legbreak Googly
AP Tare,855a210c,AP Tare,AP Tare,333904,,Right hand Bat,
F du Plessis,3355b542,F du Plessis,F du Plessis,44828,,Right hand Bat,Legbreak
MR Marsh,3d8feaf8,MR Marsh,MR Marsh,272450,,Right hand Bat,Right arm Medium
JD Unadkat,1e66c162,JD Unadkat,JD Unadkat,390484,,Right hand Bat,Left arm Medium
JA Morkel,c3d35165,JA Morkel,JA Morkel,46248,,Left hand Bat,Right arm Medium fast
A Ashish Reddy,1c2a64cd,A Ashish Reddy,A Ashish Reddy,389605,,Right hand Bat,Right arm Medium
HV Patel,f986ca1a,HV Patel,HV Patel,390481,,Right hand Bat,Right arm Medium
KM Jadhav,99d63244,KM Jadhav,KM Jadhav,290716,,Right hand Bat,Right arm Offbreak
KW Richardson,dfc4d8b5,KW Richardson,KW Richardson,272262,,Right hand Bat,Right arm Fast medium
SE Marsh,508a1ea7,SE Marsh,SE Marsh,6683,,Left hand Bat,Slow Left arm Orthodox
PSP Handscomb,ada15e88,PSP Handscomb,PSP Handscomb,334337,,Right hand Bat,
SPD Smith,30a45b23,SPD Smith,SPD Smith,267192,,Right hand Bat,Legbreak Googly
CA Lynn,45eda7c8,CA Lynn,CA Lynn,326637,,Right hand Bat,Slow Left arm Orthodox
T Shamsi,a03bba42,T Shamsi,T Shamsi,379145,,Right hand Bat,Left arm Wrist spin
Ishan Kishan,752f7486,Ishan Kishan,Ishan Kishan,720471,,Left hand Bat,
JP Faulkner,808f425a,JP Faulkner,JP Faulkner,270484,,Right hand Bat,Left arm Fast medium
M Vohra,c03e2850,M Vohra,M Vohra,532856,,Right hand Bat,Right arm Medium
Swapnil Singh,983f2f61,Swapnil Singh,Swapnil Singh,232292,,Right hand Bat,Slow Left arm Orthodox
SM Boland,d167edd3,SM Boland,SM Boland,446548,,Right hand Bat,Right arm Fast medium
PJ Sangwan,9fc0ef64,PJ Sangwan,PJ Sangwan,279545,,Right hand Bat,Left arm Medium
Parvez Rasool,9170ff49,Parvez Rasool,Parvez Rasool,378496,,Right hand Bat,Right arm Offbreak
S Ravi,9b9ee0df,S Ravi,S Ravi,33135,,,
GB Hogg,f708a0bc,GB Hogg,GB Hogg,5681,,Left hand Bat,Left arm Wrist spin
UT Yadav,cc1e8c68,UT Yadav,UT Yadav,376116,,Right hand Bat,Right arm Fast
TM Head,12b610c2,TM Head,TM Head,530011,,Left hand Bat,Right arm Offbreak
R Bhatia,33a364a6,R Bhatia,R Bhatia,26907,,Right hand Bat,Right arm Medium fast
RP Singh,c3d1402f,RP Singh,RP Singh,35280,,Right hand Bat,Left arm Fast medium
PA Patel,b5da6c24,PA Patel,PA Patel,32242,,Left hand Bat,Right arm Offbreak
RJ Tucker,38810cfc,RJ Tucker,RJ Tucker,7986,,Left hand Bat,Right arm Medium
TG Southee,13c35c9e,TG Southee,TG Southee,232364,,Right hand Bat,Right arm Medium fast
UBT Chand,0c94f480,UBT Chand,UBT Chand,446499,,Right hand Bat,Right arm Offbreak
AD Nath,f10e94c4,AD Nath,AD Nath,500360,,Right hand Bat,Right arm Medium fast
PV Tambe,6aed7e79,PV Tambe,PV Tambe,587152,,Right hand Bat,Legbreak
M Ashwin,e2db2409,M Ashwin,M Ashwin,528067,,Right hand Bat,Legbreak Googly
A Nehra,96fd40ae,A Nehra,A Nehra,31820,,Right hand Bat,Left arm Medium fast
Anureet Singh,69be866a,Anureet Singh,Anureet Singh,376324,,Right hand Bat,Right arm Medium
GJ Maxwell,b681e71e,GJ Maxwell,GJ Maxwell,325026,,Right hand Bat,Right arm Offbreak
MP Stoinis,d9273ee7,MP Stoinis,MP Stoinis,325012,,Right hand Bat,Right arm Medium
AT Rayudu,70d205c9,AT Rayudu,AT Rayudu,33141,,Right hand Bat,Right arm Offbreak
Amit Sharma,7ea3e0cc,Amit Sharma,Amit Sharma,34228,,Right hand Bat,Right arm Offbreak
Imran Tahir,acee4cc4,Imran Tahir,Imran Tahir,40618,,Right hand Bat,Legbreak Googly
MA Agarwal,00ea847a,MA Agarwal,MA Agarwal,398438,,Right hand Bat,Right arm Offbreak
S Nadeem,9d80c5e1,S Nadeem,S Nadeem,31872,,Right hand Bat,Slow Left arm Orthodox
AD Russell,bbd41817,AD Russell,AD Russell,276298,,Right hand Bat,Right arm Fast
CB Gaffaney,d5ac41d8,CB Gaffaney,CB Gaffaney,37097,,Right hand Bat,
Mohammed Shami,8cf9814c,Mohammed Shami,Mohammed Shami,481896,,Right hand Bat,Right arm Fast
SS Iyer,85ec8e33,SS Iyer,SS Iyer,642519,,Right hand Bat,"Right arm Offbreak, Legbreak Googly"
KC Cariappa,edb3d4f8,KC Cariappa,KC Cariappa,777537,,Right hand Bat,Legbreak
M Nayyar,b7bccddb,M Nayyar,M Nayyar,31909,,Right hand Bat,Right arm Offbreak
VR Aaron,0a3d54b9,VR Aaron,VR Aaron,360911,,Right hand Bat,Right arm Fast
PP Chawla,98ae73b1,PP Chawla,PP Chawla,32966,,Left hand Bat,Legbreak
EJG Morgan,d2a6c0e6,EJG Morgan,EJG Morgan,24598,,Left hand Bat,Right arm Medium
JP Duminy,2e8994e7,JP Duminy,JP Duminy,44932,,Left hand Bat,Right arm Offbreak
NM Coulter-Nile,56ab442f,NM Coulter-Nile,NM Coulter-Nile,261354,,Right hand Bat,Right arm Fast
S Chaturvedi,c8ec02e1,S Chaturvedi,S Chaturvedi,27791,,Right hand Bat,
A Zampa,14f96089,A Zampa,A Zampa,379504,,Right hand Bat,Legbreak Googly
AB Dinda,66b30f71,AB Dinda,AB Dinda,227712,,Right hand Bat,Right arm Medium fast
AM Rahane,29e95537,AM Rahane,AM Rahane,277916,,Right hand Bat,Right arm Medium
AR Patel,2e171977,AR Patel,AR Patel,554691,,Left hand Bat,Slow Left arm Orthodox
DA Miller,d67d5f00,DA Miller,DA Miller,321777,,Left hand Bat,Right arm Offbreak
DL Chahar,23eeb873,DL Chahar,DL Chahar,447261,,Right hand Bat,Right arm Medium
F Behardien,dce2019b,F Behardien,F Behardien,44410,,Right hand Bat,Right arm Fast medium
GJ Bailey,5056011d,GJ Bailey,GJ Bailey,4451,,Right hand Bat,Right arm Medium
Gurkeerat Singh,6eb146d2,Gurkeerat Singh,Gurkeerat Singh,537124,,Right hand Bat,Right arm Offbreak
HM Amla,e798611a,HM Amla,HM Amla,43906,,Right hand Bat,"Right arm Medium, Right arm Offbreak"
IK Pathan,5fa06777,IK Pathan,IK Pathan,32685,,Left hand Bat,Left arm Medium fast
KJ Abbott,a9da7784,KJ Abbott,KJ Abbott,297583,,Right hand Bat,Right arm Fast medium
M Vijay,4b57e452,M Vijay,M Vijay,237095,,Right hand Bat,Right arm Offbreak
MM Sharma,759ac88f,MM Sharma,MM Sharma,537119,,Right hand Bat,Right arm Medium
MS Dhoni,4a8a2e3b,MS Dhoni,MS Dhoni,28081,,Right hand Bat,Right arm Medium
NLTC Perera,0f12f9df,NLTC Perera,NLTC Perera,233514,,Left hand Bat,Right arm Medium fast
Nitin Menon,e1d41d9e,Nitin Menon,Nitin Menon,30988,340046,Right hand Bat,
R Ashwin,495d42a5,R Ashwin,R Ashwin,26421,,Right hand Bat,Right arm Offbreak
R Dhawan,26a85969,R Dhawan,R Dhawan,290727,,Right hand Bat,Right arm Medium fast
SS Tiwary,709b0bac,SS Tiwary,SS Tiwary,35390,,Left hand Bat,
Sandeep Sharma,ce820073,Sandeep Sharma,Sandeep Sharma,438362,,Right hand Bat,Right arm Medium
UT Khawaja,331ea488,UT Khawaja,UT Khawaja,215155,,Left hand Bat,Right arm Medium
WP Saha,fe11caa6,WP Saha,WP Saha,279810,,Right hand Bat,
AY Dandekar,2efc430e,AY Dandekar,AY Dandekar,27986,,,
HH Pandya,dbe50b21,HH Pandya,HH Pandya,625371,,Right hand Bat,Right arm Medium fast
Harbhajan Singh,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264,,Right hand Bat,Right arm Offbreak
JC Buttler,99b75528,JC Buttler,JC Buttler,308967,,Right hand Bat,
JJ Bumrah,462411b3,JJ Bumrah,JJ Bumrah,625383,,Right hand Bat,Right arm Fast
KA Pollard,a757b0d8,KA Pollard,KA Pollard,230559,,Right hand Bat,Right arm Medium
KH Pandya,5b8c830e,KH Pandya,KH Pandya,471342,,Left hand Bat,Slow Left arm Orthodox
MJ Guptill,2be41edb,MJ Guptill,MJ Guptill,226492,,Right hand Bat,Right arm Offbreak
MJ McClenaghan,51a3c5ef,MJ McClenaghan,MJ McClenaghan,319439,,Left hand Bat,Left arm Fast medium
N Rana,fb2d1dda,N Rana,N Rana,604527,,Left hand Bat,"Right arm Medium, Right arm Offbreak"
R Pandit,8a604384,R Pandit,R Pandit,537232,,,
R Vinay Kumar,41eb4a4f,R Vinay Kumar,R Vinay Kumar,35731,,Right hand Bat,Right arm Medium
RG Sharma,740742ef,RG Sharma,RG Sharma,34102,,Right hand Bat,Right arm Offbreak
AS Rajpoot,db31895a,AS Rajpoot,AS Rajpoot,591650,,Right hand Bat,Right arm Medium
J Srinath,bad31fac,J Srinath,J Srinath,34105,,Right hand Bat,Right arm Fast medium
K Bharatan,7e47c743,K Bharatan,K Bharatan,27190,,Right hand Bat,Right arm Offbreak
KN Ananthapadmanabhan,3144063a,KN Ananthapadmanabhan,KN Ananthapadmanabhan,26241,,Right hand Bat,Legbreak Googly
KS Williamson,d027ba9f,KS Williamson,KS Williamson,277906,,Right hand Bat,Right arm Offbreak
KV Sharma,119678fd,KV Sharma,KV Sharma,30288,,Left hand Bat,Legbreak Googly
Shakib Al Hasan,7dc35884,Shakib Al Hasan,Shakib Al Hasan,56143,,Left hand Bat,Slow Left arm Orthodox
A Mishra,6b19d823,A Mishra,A Mishra,31107,,Right hand Bat,Legbreak
A Nand Kishore,84424f4f,A Nand Kishore,A Nand Kishore,31917,,Right hand Bat,Right arm Medium
CH Morris,fb66ce1f,CH Morris,CH Morris,439952,,Right hand Bat,Right arm Fast medium
CR Brathwaite,e342e5fb,CR Brathwaite,CR Brathwaite,457249,,Right hand Bat,Right arm Fast medium
Chinmay Sharma,83250fea,Chinmay Sharma,Chinmay Sharma,34631,,Right hand Bat,Right arm Medium
J Yadav,81049310,J Yadav,J Yadav,447587,,Right hand Bat,Right arm Offbreak
KK Nair,944533a5,KK Nair,KK Nair,398439,,Right hand Bat,Right arm Offbreak
P Negi,f62772e5,P Negi,P Negi,530773,,Left hand Bat,Slow Left arm Orthodox
Q de Kock,372455c4,Q de Kock,Q de Kock,379143,,Left hand Bat,
RR Pant,919a3be2,RR Pant,RR Pant,931581,,Left hand Bat,
SV Samson,a4cc73aa,SV Samson,SV Samson,425943,,Right hand Bat,
SW Billings,c16d4035,SW Billings,SW Billings,297628,,Right hand Bat,
VK Sharma,a7a49df4,VK Sharma,VK Sharma,33933,,Right hand Bat,
YC Barde,b90f3346,YC Barde,YC Barde,26861,,Right hand Bat,Right arm Medium
Z Khan,91a4a398,Z Khan,Z Khan,30102,,Right hand Bat,Left arm Fast medium
SB Jakati,c8179c68,SB Jakati,SB Jakati,29655,,Left hand Bat,Slow Left arm Orthodox
C Munro,af2c687b,C Munro,C Munro,232359,,Left hand Bat,Right arm Medium fast
G Gambhir,bb345e0b,G Gambhir,G Gambhir,28763,,Left hand Bat,Legbreak
JO Holder,0f721006,JO Holder,JO Holder,391485,,Right hand Bat,Right arm Medium fast
Kuldeep Yadav,8d2c70ad,Kuldeep Yadav,Kuldeep Yadav,559235,,Left hand Bat,Left arm Wrist spin
M Morkel,5bb5a915,M Morkel,M Morkel,46538,,Left hand Bat,Right arm Fast
MK Pandey,93b4fc78,MK Pandey,MK Pandey,290630,,Right hand Bat,Right arm Medium
R Sathish,626c5379,R Sathish,R Sathish,33870,,Right hand Bat,Right arm Medium
RV Uthappa,1c17e270,RV Uthappa,RV Uthappa,35582,,Right hand Bat,Right arm Medium
SA Yadav,271f83cd,SA Yadav,SA Yadav,446507,,Right hand Bat,"Right arm Medium, Right arm Offbreak"
SP Narine,9d430b40,SP Narine,SP Narine,230558,,Left hand Bat,Right arm Offbreak
V Shankar,0994d0ae,V Shankar,V Shankar,477021,,Right hand Bat,Right arm Medium
YK Pathan,3c6ffae8,YK Pathan,YK Pathan,32498,,Right hand Bat,Right arm Offbreak
AJ Finch,b8d490fd,AJ Finch,AJ Finch,5334,,Right hand Bat,Slow Left arm Orthodox
BB McCullum,b8a55852,BB McCullum,BB McCullum,37737,,Right hand Bat,"Right arm Medium, Right arm Offbreak"
C Shamshuddin,0f9d921b,C Shamshuddin,C Shamshuddin,340535,,,
CK Nandan,012de9c4,CK Nandan,CK Nandan,31919,,,
DJ Bravo,87e562a9,DJ Bravo,DJ Bravo,51439,,Right hand Bat,Right arm Medium
DR Smith,35205dfc,DR Smith,DR Smith,53118,,Right hand Bat,Right arm Medium
DS Kulkarni,d2a989fc,DS Kulkarni,DS Kulkarni,277955,,Right hand Bat,Right arm Medium
ER Dwivedi,b274dbbd,ER Dwivedi,ER Dwivedi,340841,,Right hand Bat,
KD Karthik,c03f1114,KD Karthik,KD Karthik,30045,,Right hand Bat,Right arm Offbreak
M Erasmus,15d3c895,M Erasmus,M Erasmus,44971,,Right hand Bat,Right arm Fast medium
Navdeep Singh,a3e3d8a4,Navdeep Singh,Navdeep Singh,31805,,Right hand Bat,Slow Left arm Orthodox
P Kumar,e938e1bc,P Kumar,P Kumar,30732,,Right hand Bat,Right arm Medium
RA Jadeja,fe93fd9d,RA Jadeja,RA Jadeja,234675,,Left hand Bat,Slow Left arm Orthodox
RS Mahanama,57910393,RS Mahanama,RS Mahanama,49626,,Right hand Bat,
S Kaushik,1da489ff,S Kaushik,S Kaushik,917213,,Right hand Bat,Left arm Wrist spin
SK Raina,1dc12ab9,SK Raina,SK Raina,33335,,Left hand Bat,Right arm Offbreak
TA Boult,a818c1be,TA Boult,TA Boult,277912,,Right hand Bat,Left arm Fast medium
A Deshmukh,6fda55cc,A Deshmukh,A Deshmukh,412593,,,
AB de Villiers,c4487b84,AB de Villiers,AB de Villiers,44936,,Right hand Bat,Right arm Medium
AK Chaudhary,fdcc6236,AK Chaudhary,AK Chaudhary,265839,,,
B Kumar,2e81a32d,B Kumar,B Kumar,326016,,Right hand Bat,Right arm Medium
BB Sran,d8b2f218,BB Sran,BB Sran,537126,,Left hand Bat,Left arm Medium
BCJ Cutting,2e11c706,BCJ Cutting,BCJ Cutting,230371,,Right hand Bat,Right arm Fast medium
BNJ Oxenford,c1add349,BNJ Oxenford,BNJ Oxenford,7029,,Right hand Bat,Legbreak Googly
Bipul Sharma,c18496e1,Bipul Sharma,Bipul Sharma,35928,,Left hand Bat,Slow Left arm Orthodox
CH Gayle,db584dad,CH Gayle,CH Gayle,51880,,Left hand Bat,Right arm Offbreak
CJ Jordan,ffe699c0,CJ Jordan,CJ Jordan,288992,,Right hand Bat,Right arm Fast medium
DA Warner,dcce6f09,DA Warner,DA Warner,219889,,Left hand Bat,Legbreak
DJ Hooda,73ad96ed,DJ Hooda,DJ Hooda,497121,,Right hand Bat,Right arm Offbreak
HDPK Dharmasena,323e4c16,HDPK Dharmasena,HDPK Dharmasena,48469,,Right hand Bat,Right arm Offbreak
Iqbal Abdulla,85aae393,Iqbal Abdulla,Iqbal Abdulla,277237,,Left hand Bat,Slow Left arm Orthodox
KL Rahul,b17e2f24,KL Rahul,KL Rahul,422108,,Right hand Bat,
MC Henriques,32198ae0,MC Henriques,MC Henriques,5961,,Right hand Bat,Right arm Fast medium
Mustafizur Rahman,0a8fce53,Mustafizur Rahman,Mustafizur Rahman,330902,,Left hand Bat,Left arm Fast medium
NV Ojha,890946a0,NV Ojha,NV Ojha,32102,,Right hand Bat,
RS Madugalle,766b5798,RS Madugalle,RS Madugalle,49623,,Right hand Bat,Right arm Offbreak
S Aravind,957532de,S Aravind,S Aravind,290632,,Left hand Bat,Left arm Medium fast
S Dhawan,0a476045,S Dhawan,S Dhawan,28235,,Left hand Bat,Right arm Offbreak
SR Watson,4329fbb5,SR Watson,SR Watson,8180,,Right hand Bat,Right arm Fast medium
STR Binny,bd17b45f,STR Binny,STR Binny,27223,,Right hand Bat,Right arm Medium
Sachin Baby,dc9dd038,Sachin Baby,Sachin Baby,432783,,Left hand Bat,Right arm Offbreak
V Kohli,ba607b88,V Kohli,V Kohli,253802,,Right hand Bat,Right arm Medium
YS Chahal,57ee1fde,YS Chahal,YS Chahal,430246,,Right hand Bat,Legbreak Googly
Yuvraj Singh,1c914163,Yuvraj Singh,Yuvraj Singh,36084,,Left hand Bat,Slow Left arm Orthodox
